dpt_idr_department,but_idr_business_unit,wee_id_week,oxr_account,f_value_account,rs_technical_date,rs_technical_flow
1255,34037,201703,NETMGI_AL,33.84500,2018-12-08 06:32:49.426331,init_t_order_week_but_dpt
401,34037,201703,S10190R,2.70000,2018-12-08 06:32:49.426331,init_linear_meter
432,34037,201703,S10190R,2.30000,2018-12-08 06:32:49.426331,init_linear_meter
682,34037,201703,S10190R,0.00000,2018-12-08 06:32:49.426331,init_linear_meter
716,34037,201703,S10190R,4.20000,2018-12-08 06:32:49.426331,init_linear_meter
728,34037,201703,S10190R,13.90000,2018-12-08 06:32:49.426331,init_linear_meter
1255,34037,201703,S10190R,8.40000,2018-12-08 06:32:49.426331,init_linear_meter
4703,34037,201703,S10190R,9.10000,2018-12-08 06:32:49.426331,init_linear_meter
413,34037,201703,RTCMGI_AL,0.24787,2018-12-08 06:32:49.426331,init_taux_de_marge
413,34037,201703,S24300,2.63089,2018-12-08 06:32:49.426331,init_provision_demarque
413,34037,201703,T6100E,43.12792,2018-12-08 06:32:49.426331,calcul_frais_surface
413,34037,201703,T6520E,5.79447,2018-12-08 06:32:49.426331,calcul_contribution
413,34037,201703,W200,1.51011,2018-12-08 06:32:49.426331,calcul_reduction_sur_marge
464,34037,201703,RTCMGI_AL,0.28684,2018-12-08 06:32:49.426331,init_taux_de_marge
464,34037,201703,S24300,1.27406,2018-12-08 06:32:49.426331,init_provision_demarque
464,34037,201703,T6100E,20.83856,2018-12-08 06:32:49.426331,calcul_frais_surface
464,34037,201703,T6520E,2.80609,2018-12-08 06:32:49.426331,calcul_contribution
464,34037,201703,W200,0.35414,2018-12-08 06:32:49.426331,calcul_reduction_sur_marge
515,34037,201703,RTCMGI_AL,0.22070,2018-12-08 06:32:49.426331,init_taux_de_marge
515,34037,201703,S24300,157.72584,2018-12-08 06:32:49.426331,init_provision_demarque
515,34037,201703,T6100E,2586.88393,2018-12-08 06:32:49.426331,calcul_frais_surface
515,34037,201703,T6520E,347.38743,2018-12-08 06:32:49.426331,calcul_contribution
515,34037,201703,W200,5427.61149,2018-12-08 06:32:49.426331,calcul_reduction_sur_marge
587,34037,201703,RTCMGI_AL,0.18293,2018-12-08 06:32:49.426331,init_taux_de_marge
587,34037,201703,S24300,12.84529,2018-12-08 06:32:49.426331,init_provision_demarque
587,34037,201703,T6100E,210.62779,2018-12-08 06:32:49.426331,calcul_frais_surface
587,34037,201703,T6520E,28.29145,2018-12-08 06:32:49.426331,calcul_contribution
587,34037,201703,W200,35.99904,2018-12-08 06:32:49.426331,calcul_reduction_sur_marge
613,34037,201703,RTCMGI_AL,-0.05036,2018-12-08 06:32:49.426331,init_taux_de_marge
613,34037,201703,S24300,5.01850,2018-12-08 06:32:49.426331,init_provision_demarque
613,34037,201703,T6100E,82.29915,2018-12-08 06:32:49.426331,calcul_frais_surface
613,34037,201703,T6520E,11.05314,2018-12-08 06:32:49.426331,calcul_contribution
613,34037,201703,W200,5.49480,2018-12-08 06:32:49.426331,calcul_reduction_sur_marge
413,34037,201703,NETMGE,110.26899,2018-12-08 06:32:49.426331,calcul_marge_nette
464,34037,201703,NETMGE,62.48845,2018-12-08 06:32:49.426331,calcul_marge_nette
515,34037,201703,NETMGE,521.93779,2018-12-08 06:32:49.426331,calcul_marge_nette
587,34037,201703,NETMGE,363.41399,2018-12-08 06:32:49.426331,calcul_marge_nette
613,34037,201703,NETMGE,-54.85663,2018-12-08 06:32:49.426331,calcul_marge_nette
413,34037,201703,700TTC,461.56000,2018-12-08 06:32:49.426331,init_t_order_week_but_dpt
464,34037,201703,700TTC,223.52000,2018-12-08 06:32:49.426331,init_t_order_week_but_dpt
515,34037,201703,700TTC,27671.20000,2018-12-08 06:32:49.426331,init_t_order_week_but_dpt
587,34037,201703,700TTC,2253.56000,2018-12-08 06:32:49.426331,init_t_order_week_but_dpt
613,34037,201703,700TTC,880.44000,2018-12-08 06:32:49.426331,init_t_order_week_but_dpt
413,34037,201703,13500_AL,26.00000,2018-12-08 06:32:49.426331,init_t_order_week_but_dpt
464,34037,201703,13500_AL,30.00000,2018-12-08 06:32:49.426331,init_t_order_week_but_dpt
515,34037,201703,13500_AL,2604.00000,2018-12-08 06:32:49.426331,init_t_order_week_but_dpt
587,34037,201703,13500_AL,44.00000,2018-12-08 06:32:49.426331,init_t_order_week_but_dpt
613,34037,201703,13500_AL,87.00000,2018-12-08 06:32:49.426331,init_t_order_week_but_dpt
413,34037,201703,S13298_AL,20.00000,2018-12-08 06:32:49.426331,init_t_order_week_but_dpt
464,34037,201703,S13298_AL,8.00000,2018-12-08 06:32:49.426331,init_t_order_week_but_dpt
515,34037,201703,S13298_AL,1085.00000,2018-12-08 06:32:49.426331,init_t_order_week_but_dpt
587,34037,201703,S13298_AL,33.00000,2018-12-08 06:32:49.426331,init_t_order_week_but_dpt
613,34037,201703,S13298_AL,79.00000,2018-12-08 06:32:49.426331,init_t_order_week_but_dpt
413,34037,201703,NETMGI_AL,114.41000,2018-12-08 06:32:49.426331,init_t_order_week_but_dpt
464,34037,201703,NETMGI_AL,64.11666,2018-12-08 06:32:49.426331,init_t_order_week_but_dpt
515,34037,201703,NETMGI_AL,6107.27512,2018-12-08 06:32:49.426331,init_t_order_week_but_dpt
587,34037,201703,NETMGI_AL,412.25833,2018-12-08 06:32:49.426331,init_t_order_week_but_dpt
613,34037,201703,NETMGI_AL,-44.34332,2018-12-08 06:32:49.426331,init_t_order_week_but_dpt
340,34037,201703,S10190R,0.00000,2018-12-08 06:32:49.426331,init_linear_meter
413,34037,201703,S10190R,7.50000,2018-12-08 06:32:49.426331,init_linear_meter
464,34037,201703,S10190R,2.50000,2018-12-08 06:32:49.426331,init_linear_meter
515,34037,201703,S10190R,52.70000,2018-12-08 06:32:49.426331,init_linear_meter
587,34037,201703,S10190R,63.00000,2018-12-08 06:32:49.426331,init_linear_meter
596,34037,201703,S10190R,0.00000,2018-12-08 06:32:49.426331,init_linear_meter
613,34037,201703,S10190R,4.70000,2018-12-08 06:32:49.426331,init_linear_meter
634,34037,201703,RTCMGI_AL,0.08763,2018-12-08 06:32:49.426331,init_taux_de_marge
634,34037,201703,S24300,3.56837,2018-12-08 06:32:49.426331,init_provision_demarque
634,34037,201703,T6100E,58.42712,2018-12-08 06:32:49.426331,calcul_frais_surface
634,34037,201703,T6520E,7.85925,2018-12-08 06:32:49.426331,calcul_contribution
634,34037,201703,W200,2.77806,2018-12-08 06:32:49.426331,calcul_reduction_sur_marge
636,34037,201703,RTCMGI_AL,0.24673,2018-12-08 06:32:49.426331,init_taux_de_marge
636,34037,201703,S24300,2.82281,2018-12-08 06:32:49.426331,init_provision_demarque
636,34037,201703,T6100E,46.29327,2018-12-08 06:32:49.426331,calcul_frais_surface
636,34037,201703,T6520E,6.21717,2018-12-08 06:32:49.426331,calcul_contribution
636,34037,201703,W200,1.73846,2018-12-08 06:32:49.426331,calcul_reduction_sur_marge
740,34037,201703,RTCMGI_AL,0.25635,2018-12-08 06:32:49.426331,init_taux_de_marge
740,34037,201703,S24300,6.82706,2018-12-08 06:32:49.426331,init_provision_demarque
740,34037,201703,T6100E,111.97432,2018-12-08 06:32:49.426331,calcul_frais_surface
740,34037,201703,T6520E,15.03644,2018-12-08 06:32:49.426331,calcul_contribution
740,34037,201703,W200,10.16882,2018-12-08 06:32:49.426331,calcul_reduction_sur_marge
849,34037,201703,RTCMGI_AL,0.29311,2018-12-08 06:32:49.426331,init_taux_de_marge
849,34037,201703,S24300,0.92271,2018-12-08 06:32:49.426331,init_provision_demarque
849,34037,201703,T6100E,15.03542,2018-12-08 06:32:49.426331,calcul_frais_surface
849,34037,201703,T6520E,2.03226,2018-12-08 06:32:49.426331,calcul_contribution
849,34037,201703,W200,0.18575,2018-12-08 06:32:49.426331,calcul_reduction_sur_marge
913,34037,201703,RTCMGI_AL,-17.13160,2018-12-08 06:32:49.426331,init_taux_de_marge
913,34037,201703,S24300,0.03414,2018-12-08 06:32:49.426331,init_provision_demarque
913,34037,201703,T6100E,0.52755,2018-12-08 06:32:49.426331,calcul_frais_surface
913,34037,201703,T6520E,0.07519,2018-12-08 06:32:49.426331,calcul_contribution
913,34037,201703,W200,0.00025,2018-12-08 06:32:49.426331,calcul_reduction_sur_marge
4706,34037,201703,RTCMGI_AL,0.17767,2018-12-08 06:32:49.426331,init_taux_de_marge
4706,34037,201703,S24300,25.80048,2018-12-08 06:32:49.426331,init_provision_demarque
4706,34037,201703,T6100E,423.10205,2018-12-08 06:32:49.426331,calcul_frais_surface
4706,34037,201703,T6520E,56.82494,2018-12-08 06:32:49.426331,calcul_contribution
4706,34037,201703,W200,145.23076,2018-12-08 06:32:49.426331,calcul_reduction_sur_marge
634,34037,201703,NETMGE,48.51356,2018-12-08 06:32:49.426331,calcul_marge_nette
636,34037,201703,NETMGE,117.63038,2018-12-08 06:32:49.426331,calcul_marge_nette
740,34037,201703,NETMGE,290.04577,2018-12-08 06:32:49.426331,calcul_marge_nette
849,34037,201703,NETMGE,46.34152,2018-12-08 06:32:49.426331,calcul_marge_nette
913,34037,201703,NETMGE,-102.65273,2018-12-08 06:32:49.426331,calcul_marge_nette
4706,34037,201703,NETMGE,633.19877,2018-12-08 06:32:49.426331,calcul_marge_nette
634,34037,201703,700TTC,626.03000,2018-12-08 06:32:49.426331,init_t_order_week_but_dpt
636,34037,201703,700TTC,495.23000,2018-12-08 06:32:49.426331,init_t_order_week_but_dpt
740,34037,201703,700TTC,1197.73000,2018-12-08 06:32:49.426331,init_t_order_week_but_dpt
849,34037,201703,700TTC,161.88000,2018-12-08 06:32:49.426331,init_t_order_week_but_dpt
913,34037,201703,700TTC,5.99000,2018-12-08 06:32:49.426331,init_t_order_week_but_dpt
4706,34037,201703,700TTC,4526.40000,2018-12-08 06:32:49.426331,init_t_order_week_but_dpt
634,34037,201703,13500_AL,18.00000,2018-12-08 06:32:49.426331,init_t_order_week_but_dpt
636,34037,201703,13500_AL,63.00000,2018-12-08 06:32:49.426331,init_t_order_week_but_dpt
740,34037,201703,13500_AL,111.00000,2018-12-08 06:32:49.426331,init_t_order_week_but_dpt
849,34037,201703,13500_AL,12.00000,2018-12-08 06:32:49.426331,init_t_order_week_but_dpt
913,34037,201703,13500_AL,24.00000,2018-12-08 06:32:49.426331,init_t_order_week_but_dpt
4706,34037,201703,13500_AL,609.00000,2018-12-08 06:32:49.426331,init_t_order_week_but_dpt
634,34037,201703,S13298_AL,20.00000,2018-12-08 06:32:49.426331,init_t_order_week_but_dpt
636,34037,201703,S13298_AL,41.00000,2018-12-08 06:32:49.426331,init_t_order_week_but_dpt
740,34037,201703,S13298_AL,73.00000,2018-12-08 06:32:49.426331,init_t_order_week_but_dpt
849,34037,201703,S13298_AL,9.00000,2018-12-08 06:32:49.426331,init_t_order_week_but_dpt
913,34037,201703,S13298_AL,10.00000,2018-12-08 06:32:49.426331,init_t_order_week_but_dpt
4706,34037,201703,S13298_AL,334.00000,2018-12-08 06:32:49.426331,init_t_order_week_but_dpt
634,34037,201703,NETMGI_AL,54.86000,2018-12-08 06:32:49.426331,init_t_order_week_but_dpt
636,34037,201703,NETMGI_AL,122.19165,2018-12-08 06:32:49.426331,init_t_order_week_but_dpt
740,34037,201703,NETMGI_AL,307.04166,2018-12-08 06:32:49.426331,init_t_order_week_but_dpt
849,34037,201703,NETMGI_AL,47.45000,2018-12-08 06:32:49.426331,init_t_order_week_but_dpt
913,34037,201703,NETMGI_AL,-102.61833,2018-12-08 06:32:49.426331,init_t_order_week_but_dpt
4706,34037,201703,NETMGI_AL,804.23002,2018-12-08 06:32:49.426331,init_t_order_week_but_dpt
634,34037,201703,S10190R,7.40000,2018-12-08 06:32:49.426331,init_linear_meter
636,34037,201703,S10190R,3.90000,2018-12-08 06:32:49.426331,init_linear_meter
740,34037,201703,S10190R,1.00000,2018-12-08 06:32:49.426331,init_linear_meter
849,34037,201703,S10190R,1.30000,2018-12-08 06:32:49.426331,init_linear_meter
913,34037,201703,S10190R,0.00000,2018-12-08 06:32:49.426331,init_linear_meter
1159,34037,201703,S10190R,0.00000,2018-12-08 06:32:49.426331,init_linear_meter
4697,34037,201703,S10190R,0.00000,2018-12-08 06:32:49.426331,init_linear_meter
4706,34037,201703,S10190R,21.60000,2018-12-08 06:32:49.426331,init_linear_meter
4745,34037,201703,S10190R,0.00000,2018-12-08 06:32:49.426331,init_linear_meter
4781,34037,201703,S10190R,0.00000,2018-12-08 06:32:49.426331,init_linear_meter
307,34037,201703,RTCMGI_AL,0.21023,2018-12-08 06:32:49.426331,init_taux_de_marge
307,34037,201703,S24300,11.84271,2018-12-08 06:32:49.426331,init_provision_demarque
307,34037,201703,T6100E,194.14159,2018-12-08 06:32:49.426331,calcul_frais_surface
307,34037,201703,T6520E,26.08330,2018-12-08 06:32:49.426331,calcul_contribution
307,34037,201703,W200,30.59890,2018-12-08 06:32:49.426331,calcul_reduction_sur_marge
731,34037,201703,RTCMGI_AL,0.22904,2018-12-08 06:32:49.426331,init_taux_de_marge
731,34037,201703,S24300,13.41523,2018-12-08 06:32:49.426331,init_provision_demarque
731,34037,201703,T6100E,219.99196,2018-12-08 06:32:49.426331,calcul_frais_surface
731,34037,201703,T6520E,29.54673,2018-12-08 06:32:49.426331,calcul_contribution
731,34037,201703,W200,39.26445,2018-12-08 06:32:49.426331,calcul_reduction_sur_marge
901,34037,201703,RTCMGI_AL,0.12258,2018-12-08 06:32:49.426331,init_taux_de_marge
901,34037,201703,S24300,23.96137,2018-12-08 06:32:49.426331,init_provision_demarque
901,34037,201703,T6100E,392.89931,2018-12-08 06:32:49.426331,calcul_frais_surface
901,34037,201703,T6520E,52.77436,2018-12-08 06:32:49.426331,calcul_contribution
901,34037,201703,W200,125.26407,2018-12-08 06:32:49.426331,calcul_reduction_sur_marge
4704,34037,201703,RTCMGI_AL,0.09968,2018-12-08 06:32:49.426331,init_taux_de_marge
4704,34037,201703,S24300,84.90663,2018-12-08 06:32:49.426331,init_provision_demarque
4704,34037,201703,T6100E,1392.49110,2018-12-08 06:32:49.426331,calcul_frais_surface
4704,34037,201703,T6520E,187.00484,2018-12-08 06:32:49.426331,calcul_contribution
4704,34037,201703,W200,1572.84622,2018-12-08 06:32:49.426331,calcul_reduction_sur_marge
4713,34037,201703,RTCMGI_AL,0.08015,2018-12-08 06:32:49.426331,init_taux_de_marge
4713,34037,201703,S24300,30.21273,2018-12-08 06:32:49.426331,init_provision_demarque
4713,34037,201703,T6100E,495.50948,2018-12-08 06:32:49.426331,calcul_frais_surface
4713,34037,201703,T6520E,66.54283,2018-12-08 06:32:49.426331,calcul_contribution
4713,34037,201703,W200,199.15131,2018-12-08 06:32:49.426331,calcul_reduction_sur_marge
307,34037,201703,NETMGE,394.36670,2018-12-08 06:32:49.426331,calcul_marge_nette
731,34037,201703,NETMGE,486.38030,2018-12-08 06:32:49.426331,calcul_marge_nette
901,34037,201703,NETMGE,366.08455,2018-12-08 06:32:49.426331,calcul_marge_nette
4704,34037,201703,NETMGE,-172.82455,2018-12-08 06:32:49.426331,calcul_marge_nette
4713,34037,201703,NETMGE,195.50431,2018-12-08 06:32:49.426331,calcul_marge_nette
307,34037,201703,700TTC,2077.67000,2018-12-08 06:32:49.426331,init_t_order_week_but_dpt
731,34037,201703,700TTC,2353.55000,2018-12-08 06:32:49.426331,init_t_order_week_but_dpt
901,34037,201703,700TTC,4203.75000,2018-12-08 06:32:49.426331,init_t_order_week_but_dpt
4704,34037,201703,700TTC,14895.90000,2018-12-08 06:32:49.426331,init_t_order_week_but_dpt
4713,34037,201703,700TTC,5300.48000,2018-12-08 06:32:49.426331,init_t_order_week_but_dpt
307,34037,201703,13500_AL,131.00000,2018-12-08 06:32:49.426331,init_t_order_week_but_dpt
731,34037,201703,13500_AL,209.00000,2018-12-08 06:32:49.426331,init_t_order_week_but_dpt
901,34037,201703,13500_AL,188.00000,2018-12-08 06:32:49.426331,init_t_order_week_but_dpt
4704,34037,201703,13500_AL,1785.00000,2018-12-08 06:32:49.426331,init_t_order_week_but_dpt
4713,34037,201703,13500_AL,391.00000,2018-12-08 06:32:49.426331,init_t_order_week_but_dpt
307,34037,201703,S13298_AL,103.00000,2018-12-08 06:32:49.426331,init_t_order_week_but_dpt
731,34037,201703,S13298_AL,156.00000,2018-12-08 06:32:49.426331,init_t_order_week_but_dpt
901,34037,201703,S13298_AL,171.00000,2018-12-08 06:32:49.426331,init_t_order_week_but_dpt
4704,34037,201703,S13298_AL,930.00000,2018-12-08 06:32:49.426331,init_t_order_week_but_dpt
4713,34037,201703,S13298_AL,276.00000,2018-12-08 06:32:49.426331,init_t_order_week_but_dpt
307,34037,201703,NETMGI_AL,436.80833,2018-12-08 06:32:49.426331,init_t_order_week_but_dpt
731,34037,201703,NETMGI_AL,539.06000,2018-12-08 06:32:49.426331,init_t_order_week_but_dpt
901,34037,201703,NETMGI_AL,515.31000,2018-12-08 06:32:49.426331,init_t_order_week_but_dpt
4704,34037,201703,NETMGI_AL,1484.92829,2018-12-08 06:32:49.426331,init_t_order_week_but_dpt
4713,34037,201703,NETMGI_AL,424.86835,2018-12-08 06:32:49.426331,init_t_order_week_but_dpt
307,34037,201703,S10190R,10.50000,2018-12-08 06:32:49.426331,init_linear_meter
731,34037,201703,S10190R,29.20000,2018-12-08 06:32:49.426331,init_linear_meter
901,34037,201703,S10190R,26.80000,2018-12-08 06:32:49.426331,init_linear_meter
4693,34037,201703,S10190R,0.00000,2018-12-08 06:32:49.426331,init_linear_meter
4704,34037,201703,S10190R,86.60000,2018-12-08 06:32:49.426331,init_linear_meter
4713,34037,201703,S10190R,41.80000,2018-12-08 06:32:49.426331,init_linear_meter
409,34037,201703,RTCMGI_AL,0.16582,2018-12-08 06:32:49.426331,init_taux_de_marge
409,34037,201703,S24300,0.85973,2018-12-08 06:32:49.426331,init_provision_demarque
409,34037,201703,T6100E,13.98030,2018-12-08 06:32:49.426331,calcul_frais_surface
409,34037,201703,T6520E,1.89353,2018-12-08 06:32:49.426331,calcul_contribution
409,34037,201703,W200,0.16126,2018-12-08 06:32:49.426331,calcul_reduction_sur_marge
505,34037,201703,RTCMGI_AL,0.41198,2018-12-08 06:32:49.426331,init_taux_de_marge
505,34037,201703,S24300,2.02851,2018-12-08 06:32:49.426331,init_provision_demarque
505,34037,201703,T6100E,33.23619,2018-12-08 06:32:49.426331,calcul_frais_surface
505,34037,201703,T6520E,4.46775,2018-12-08 06:32:49.426331,calcul_contribution
505,34037,201703,W200,0.89775,2018-12-08 06:32:49.426331,calcul_reduction_sur_marge
709,34037,201703,RTCMGI_AL,0.21249,2018-12-08 06:32:49.426331,init_taux_de_marge
709,34037,201703,S24300,139.68687,2018-12-08 06:32:49.426331,init_provision_demarque
709,34037,201703,T6100E,2291.05541,2018-12-08 06:32:49.426331,calcul_frais_surface
709,34037,201703,T6520E,307.65704,2018-12-08 06:32:49.426331,calcul_contribution
709,34037,201703,W200,4257.10423,2018-12-08 06:32:49.426331,calcul_reduction_sur_marge
4691,34037,201703,RTCMGI_AL,0.25295,2018-12-08 06:32:49.426331,init_taux_de_marge
4691,34037,201703,S24300,2.84259,2018-12-08 06:32:49.426331,init_provision_demarque
4691,34037,201703,T6100E,46.55705,2018-12-08 06:32:49.426331,calcul_frais_surface
4691,34037,201703,T6520E,6.26073,2018-12-08 06:32:49.426331,calcul_contribution
4691,34037,201703,W200,1.76291,2018-12-08 06:32:49.426331,calcul_reduction_sur_marge
4701,34037,201703,RTCMGI_AL,0.19859,2018-12-08 06:32:49.426331,init_taux_de_marge
4701,34037,201703,S24300,19.44061,2018-12-08 06:32:49.426331,init_provision_demarque
4701,34037,201703,T6100E,318.77732,2018-12-08 06:32:49.426331,calcul_frais_surface
4701,34037,201703,T6520E,42.81744,2018-12-08 06:32:49.426331,calcul_contribution
4701,34037,201703,W200,82.45611,2018-12-08 06:32:49.426331,calcul_reduction_sur_marge
409,34037,201703,NETMGE,23.99067,2018-12-08 06:32:49.426331,calcul_marge_nette
505,34037,201703,NETMGE,143.69039,2018-12-08 06:32:49.426331,calcul_marge_nette
709,34037,201703,NETMGE,810.76221,2018-12-08 06:32:49.426331,calcul_marge_nette
4691,34037,201703,NETMGE,121.54116,2018-12-08 06:32:49.426331,calcul_marge_nette
4701,34037,201703,NETMGE,575.45443,2018-12-08 06:32:49.426331,calcul_marge_nette
409,34037,201703,700TTC,150.83000,2018-12-08 06:32:49.426331,init_t_order_week_but_dpt
505,34037,201703,700TTC,355.88000,2018-12-08 06:32:49.426331,init_t_order_week_but_dpt
709,34037,201703,700TTC,24506.47000,2018-12-08 06:32:49.426331,init_t_order_week_but_dpt
4691,34037,201703,700TTC,498.70000,2018-12-08 06:32:49.426331,init_t_order_week_but_dpt
4701,34037,201703,700TTC,3410.63338,2018-12-08 06:32:49.426331,init_t_order_week_but_dpt
409,34037,201703,13500_AL,17.00000,2018-12-08 06:32:49.426331,init_t_order_week_but_dpt
505,34037,201703,13500_AL,12.00000,2018-12-08 06:32:49.426331,init_t_order_week_but_dpt
709,34037,201703,13500_AL,1665.00000,2018-12-08 06:32:49.426331,init_t_order_week_but_dpt
4691,34037,201703,13500_AL,31.00000,2018-12-08 06:32:49.426331,init_t_order_week_but_dpt
4701,34037,201703,13500_AL,29.00000,2018-12-08 06:32:49.426331,init_t_order_week_but_dpt
409,34037,201703,S13298_AL,14.00000,2018-12-08 06:32:49.426331,init_t_order_week_but_dpt
505,34037,201703,S13298_AL,8.00000,2018-12-08 06:32:49.426331,init_t_order_week_but_dpt
709,34037,201703,S13298_AL,1063.00000,2018-12-08 06:32:49.426331,init_t_order_week_but_dpt
4691,34037,201703,S13298_AL,27.00000,2018-12-08 06:32:49.426331,init_t_order_week_but_dpt
4701,34037,201703,S13298_AL,28.00000,2018-12-08 06:32:49.426331,init_t_order_week_but_dpt
409,34037,201703,NETMGI_AL,25.01166,2018-12-08 06:32:49.426331,init_t_order_week_but_dpt
505,34037,201703,NETMGI_AL,146.61666,2018-12-08 06:32:49.426331,init_t_order_week_but_dpt
709,34037,201703,NETMGI_AL,5207.55333,2018-12-08 06:32:49.426331,init_t_order_week_but_dpt
4691,34037,201703,NETMGI_AL,126.14666,2018-12-08 06:32:49.426331,init_t_order_week_but_dpt
4701,34037,201703,NETMGI_AL,677.35115,2018-12-08 06:32:49.426331,init_t_order_week_but_dpt
409,34037,201703,S10190R,2.90000,2018-12-08 06:32:49.426331,init_linear_meter
505,34037,201703,S10190R,2.00000,2018-12-08 06:32:49.426331,init_linear_meter
709,34037,201703,S10190R,91.70000,2018-12-08 06:32:49.426331,init_linear_meter
4691,34037,201703,S10190R,3.00000,2018-12-08 06:32:49.426331,init_linear_meter
4701,34037,201703,S10190R,62.00000,2018-12-08 06:32:49.426331,init_linear_meter
